Index,Date_Observed,Day,TrapOrder,Waterbody,Site_ID,Site_Name,Site_Info,Trap_Number,Site.Elev.mllw,Latitude,Longitude,SiteNorthing,Trap_Type,Trap_Info,Species,Sex,CW_mm,Notes
561,8/10/25,3,18,Willapa Bay,,Tokeland,Channel,2903WDFW,,46.70772,-123.97445,5173187.67,Minnow,,CAMA,Female,44,
670,8/10/25,3,19,Willapa Bay,,Tokeland,Marsh,0411WDFW,1.66,46.70795,-123.97235,5173187.67,Minnow,,CAMA,Female,56,
683,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Male,43,
684,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Male,46,
685,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Female,55,
686,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Female,50,
687,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Female,40,
688,8/10/25,3,21,Willapa Bay,,Tokeland,Marsh,0755WDFW,1.66,46.70797,-123.97199,5173187.67,Minnow,,CAMA,Female,37,
665,8/10/25,3,23,Willapa Bay,,Tokeland,Marsh,0787WDFW,1.66,46.70788,-123.973,5173187.67,Minnow,,CAMA,Female,41,
666,8/10/25,3,23,Willapa Bay,,Tokeland,Marsh,0787WDFW,1.66,46.70788,-123.973,5173187.67,Minnow,,CAMA,Female,49,
667,8/10/25,3,23,Willapa Bay,,Tokeland,Marsh,0787WDFW,1.66,46.70788,-123.973,5173187.67,Minnow,,CAMA,Female,55,
668,8/10/25,3,23,Willapa Bay,,Tokeland,Marsh,0787WDFW,1.66,46.70788,-123.973,5173187.67,Minnow,,CAMA,Female,50,
502,8/10/25,3,25,Willapa Bay,,Tokeland,Marsh,0798WDFW,1.66,46.70825,-123.97428,5173187.67,Minnow,,CAMA,Male,50,
503,8/10/25,3,25,Willapa Bay,,Tokeland,Marsh,0798WDFW,1.66,46.70825,-123.97428,5173187.67,Minnow,,CAMA,Female,53,
504,8/10/25,3,25,Willapa Bay,,Tokeland,Marsh,0798WDFW,1.66,46.70825,-123.97428,5173187.67,Minnow,,CAMA,Female,50,
632,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Female,46,
633,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Female,54,Small abdomen
634,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Female,49,
635,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Male,55,
636,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Male,57,
637,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Male,56,
638,8/10/25,3,27,Willapa Bay,,Tokeland,Marsh,1180WDFW,1.66,46.7082,-123.97387,5173187.67,Minnow,,CAMA,Male,59,
669,8/10/25,3,29,Willapa Bay,,Tokeland,Marsh,1239WDFW,1.66,46.70786,-123.97267,5173187.67,Minnow,,CAMA,Female,13,
444,8/10/25,3,31,Willapa Bay,,Tokeland,Marsh,1244WDFW,1.66,46.70839,-123.97485,5173187.67,Minnow,,CAMA,Male,10,
445,8/10/25,3,31,Willapa Bay,,Tokeland,Marsh,1244WDFW,1.66,46.70839,-123.97485,5173187.67,Minnow,,CAMA,Male,40,
446,8/10/25,3,31,Willapa Bay,,Tokeland,Marsh,1244WDFW,1.66,46.70839,-123.97485,5173187.67,Minnow,,CAMA,Female,45,
447,8/10/25,3,31,Willapa Bay,,Tokeland,Marsh,1244WDFW,1.66,46.70839,-123.97485,5173187.67,Minnow,,CAMA,Female,47,
485,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Male,49,
486,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Male,45,
487,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Male,48,
488,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Female,50,
489,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Female,54,
490,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Female,54,
491,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Female,50,
492,8/10/25,3,33,Willapa Bay,,Tokeland,Marsh,1246WDFW,1.66,46.70834,-123.97455,5173187.67,Minnow,,CAMA,Female,43,
642,8/10/25,3,35,Willapa Bay,,Tokeland,Marsh,1267WDFW,1.66,46.70798,-123.97331,5173187.67,Minnow,,CAMA,Male,40,
643,8/10/25,3,35,Willapa Bay,,Tokeland,Marsh,1267WDFW,1.66,46.70798,-123.97331,5173187.67,Minnow,,CAMA,Female,46,
644,8/10/25,3,35,Willapa Bay,,Tokeland,Marsh,1267WDFW,1.66,46.70798,-123.97331,5173187.67,Minnow,,CAMA,Female,54,
438,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Male,46,
439,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Male,52,
440,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Male,39,
441,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Female,49,
442,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Female,54,
443,8/10/25,3,20,Willapa Bay,,Tokeland,Marsh,1502WDFW,1.66,46.70845,-123.97498,5173187.67,Fukui,,CAMA,Female,57,
448,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,78,
449,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,70,
450,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,70,
451,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,65,
452,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,60,
453,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,50,
454,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,77,
455,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,49,
456,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,53,
457,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,55,
458,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,41,
459,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,50,
460,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,57,
461,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,58,
462,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,45,
463,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,50,Bump on carapace
464,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,50,
465,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Male,61,
466,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,59,
467,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,79,
468,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,58,
469,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,56,
470,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,58,
471,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,50,
472,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,54,
473,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,56,
474,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,46,
475,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,51,
476,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,45,
477,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,51,
478,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,53,
479,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,56,
480,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,44,
481,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,50,
482,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,50,
483,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,54,
484,8/10/25,3,22,Willapa Bay,,Tokeland,Marsh,1614WDFW,1.66,46.70836,-123.97471,5173187.67,Fukui,,CAMA,Female,50,
678,8/10/25,3,24,Willapa Bay,,Tokeland,Marsh,1619WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,30,
679,8/10/25,3,24,Willapa Bay,,Tokeland,Marsh,1619WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,42,
680,8/10/25,3,24,Willapa Bay,,Tokeland,Marsh,1619WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,36,
681,8/10/25,3,24,Willapa Bay,,Tokeland,Marsh,1619WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,43,
682,8/10/25,3,24,Willapa Bay,,Tokeland,Marsh,1619WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,52,
671,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,73,
672,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,81,
673,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Male,68,
674,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,57,
675,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,46,
676,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,56,
677,8/10/25,3,26,Willapa Bay,,Tokeland,Marsh,1629WDFW,1.66,46.70786,-123.97253,5173187.67,Fukui,,CAMA,Female,49,
639,8/10/25,3,28,Willapa Bay,,Tokeland,Marsh,1684WDFW,1.66,46.70803,-123.97346,5173187.67,Fukui,,CAMA,Male,60,
640,8/10/25,3,28,Willapa Bay,,Tokeland,Marsh,1684WDFW,1.66,46.70803,-123.97346,5173187.67,Fukui,,CAMA,Male,64,
641,8/10/25,3,28,Willapa Bay,,Tokeland,Marsh,1684WDFW,1.66,46.70803,-123.97346,5173187.67,Fukui,,CAMA,Female,57,
645,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Male,50,
646,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Male,80,
647,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Male,64,
648,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Male,55,
649,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Female,55,
650,8/10/25,3,30,Willapa Bay,,Tokeland,Marsh,1777WDFW,1.66,46.70812,-123.97373,5173187.67,Fukui,,CAMA,Female,53,
623,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Male,60,
624,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Male,61,
625,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Male,47,
626,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,54,
627,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,51,
628,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,57,
629,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,52,
630,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,55,
631,8/10/25,3,32,Willapa Bay,,Tokeland,Marsh,1898WDFW,1.66,46.70818,-123.97402,5173187.67,Fukui,,CAMA,Female,54,
493,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Male,55,
494,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Male,60,
495,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Male,57,
496,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,54,
497,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,58,
498,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,52,
499,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,54,
500,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,54,
501,8/10/25,3,34,Willapa Bay,,Tokeland,Marsh,2288WDFW,1.66,46.70833,-123.97443,5173187.67,Fukui,,CAMA,Female,59,
651,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,80,
652,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,73,
653,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,74,
654,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,55,
655,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,59,
656,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,58,
657,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,76,
658,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Male,73,
659,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,56,
660,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,51,
661,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,55,
662,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,49,
663,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,61,
664,8/10/25,3,36,Willapa Bay,,Tokeland,Marsh,2294WDFW,1.66,46.70794,-123.97315,5173187.67,Fukui,,CAMA,Female,44,
